player,stat1,stat2,stat3,stat4,stat5,stat6,stat7,stat8,stat9,stat10,stat11,stat12,stat13,stat14,stat15,stat16,stat17,stat18,stat19,stat20,stat21,stat22,stat23,stat24,stat25,stat26,stat27,stat28,stat29,stat30,stat31,stat32,stat33,stat34,stat35,stat36,stat37,stat38,stat39,stat40,stat41,stat42,stat43,stat44,stat45,stat46,stat47,stat48,stat49,stat50,stat51,stat52,stat53,stat54,stat55,stat56,stat57,stat58,stat59,stat60,stat61,stat62,stat63,stat64,stat65,stat66,stat67,stat68,stat69,stat70,stat71,stat72,stat73,stat74,stat75,stat76,stat77,stat78,stat79,stat80,stat81,stat82,stat83,stat84,stat85,stat86,stat87,stat88,stat89,stat90,stat91,stat92,stat93,stat94,stat95,stat96,stat97,stat98,stat99,stat100,stat101,stat102,stat103,stat104,stat105,stat106,stat107,stat108,stat109,stat110,stat111,stat112,stat113,stat114,stat115,stat116,stat117,stat118,stat119,stat120,stat121,stat122,stat123,stat124,stat125,stat126,stat127
gr_player1,0,"0,5517557252",,"0,2273761375","0,08915906788",,"0,6253299894",,"0,08015267176",,"0,6806818182","0,1134168157","0,08015393803","0,1607680105","0,1104061419","0,1335102771","0,05395683453",,"0,426225821","0,6824512535",,"0,7304083185","0,2066849817","0,5899753492","0,3888888889",,"0,0001672660366",,,"0,5899223035",,"0,1532988357","0,1283708388",,"0,5224082073","0,1233113959","0,1173380035","0,0003430384632","0,1294981791","0,168997669","0,3767246551","0,09697601668","0,3803804499","0,09575923393","0,1381916329","0,482647585","0,2994060475","0,2586529835","0,4131054131","0,7440785673","0,2388715263",,"0,25","2,712823898","0,1960148285","0,09637883008","0,6121696374","0,04505651966","0,1180424082","0,04677846425","0,6628468034",,"0,1069124424","0,4348080622",0,"0,4373716632",,"0,2295660111","0,6963119654","0,2664395735","0,7091773824","0,5600393701","0,7189233279","0,5843020156","0,4911616816","0,488301119","0,3494739224","0,2066849817","0,4144144144","0,1856457071","0,136",0,,,,,"0,4857630979","0,3072","0,4388802488","0,08100254268",,,"0,4039355993","0,4476330848","0,1962132126","0,1228070175",0,"0,2752169004","0,05998274832","0,1781857451",,"0,043713936","0,6872675563","0,3950267789",,"0,1856457071","0,8481512504",,"0,07895847994","0,4374218272","0,252265935",,"0,546556311",,"0,5468516542",,"0,3073639274","0,4509823987","0,2050618526","0,3261494253","0,2554658495","0,2942822172","0,002488335925",,"0,2658983951",,
gr_player2,0,"0,559531555",,"0,1971485513","0,1099873578",,"0,6856240126",,"0,1202185792",,"0,7322834646","0,0777262181","0,07105307784","0,1713872105","0,1013230859","0,1086507234","0,04108967083",,"0,4784503124","0,6617647059",,"0,7100229533","0,2274614472","0,5692307692","0,3460076046",,0,,,"0,6059192302",,"0,1824817518","0,1252786447",,"0,5205479452","0,07371654234","0,1277756136","0,001015125368","0,1034839091","0,2234485254","0,3595534128","0,08263535101","0,4006716397","0,08419380461","0,1690789474","0,3839907193","0,2671232877","0,2644350241","0,4023121387","0,7381909548","0,2624830713",,"0,6666666667","4,271126761","0,2314901593","0,09683161267","0,5796897038","0,03389170238","0,1198637911","0,057997558","0,6521095485","0,5","0,08064516129","0,3992172211","0,0003954132068","0,4075949367",,"0,3209261195","0,7429925804","0,2431921331","0,7892046616","0,6441717791","0,6913968548","0,6203545857","0,5582506431","0,4736627195","0,3480978049","0,2274614472","0,3251633987","0,2255273941","0,07476635514","0,0008448690453",,,,,"0,5153725899","0,3364485981","0,4728186386","0,05309734513",,,"0,5382830626","0,4510037982","0,2251367879","0,1339285714",0,"0,279870064","0,05222994743","0,2123287671",,"0,07501662335","0,7463312369","0,3863530724",,"0,2255273941","0,8617200675",,"0,08780667773","0,4721528431","0,2550797942",,"0,5427030267",,"0,5197271386",,"0,285152409","0,4384606359","0,2236206795","0,3253012048","0,274218271","0,2893066554","0,01370488808",,"0,2510243837",,
gr_player3,"0,00001295991498","0,5424884344",,"0,1939196625","0,0797321972",,"0,6196115243",,"0,07253269917",,"0,6456949715","0,09883542752","0,08278410501","0,1756775187","0,1008665229","0,1614881122","0,08372040331",,"0,4079844052","0,6251748252",,"0,7318262411","0,2103920568","0,5988677719","0,3611793612",,"0,00004112180278",,,"0,5809519692",,"0,190028222","0,1081272744",,"0,5748656258","0,1137414046","0,1139232635","0,0004730368969","0,1189040954","0,1944681305","0,3694444444","0,09525389498","0,35952097","0,08811681772","0,1494034973","0,4345694146","0,2541592014","0,2524379854","0,3961352657","0,7181248134","0,2418633003",,"0,6666666667","2,887455102","0,1578378378","0,09939914163","0,600669413","0,05124059449","0,08723235527","0,05846579129","0,6249003984",,"0,09343794579","0,3978123201","0,0003371814839","0,4490851233",,"0,2421930992","0,6607979214","0,2328872735","0,6786363943","0,6314285714","0,7069932133","0,5735917866","0,4760082099","0,4973041357","0,3312643239","0,2103920568","0,3096821877","0,1993781968","0,1086206897","0,000330838913",,,,,"0,4792062487","0,3310344828","0,4227172941","0,08809556129",,,"0,4665951578","0,4297821985","0,2040482519","0,1896272285",0,"0,266008735","0,06069547473","0,1709751728",,"0,07175434321","0,6437724471","0,3749651208",,"0,1993781968","0,8458991636",,"0,08273944029","0,4193919252","0,267848882",,"0,5339287786",,"0,517398196",,"0,3115447032","0,4438680993","0,1973621459","0,3232399697","0,256494126","0,3036590885","0,005041060249",,"0,2589038728",,
gr_player4,0,"0,560295324",,"0,228995578","0,07828282828",,"0,6261450085",,"0,0495049505",,"0,6300383877","0,1238938053","0,07406598208","0,1875","0,09174544762","0,1807654563","0,09138785626",,"0,4208933417","0,6037735849",,"0,7194419169","0,1991676576","0,5664739884","0,3953488372",,0,,,"0,6176808266",,"0,1531914894","0,09994231324",,"0,5316117542","0,1070110701","0,1005265677","0,0005023289798","0,1050049068","0,1920383339","0,3473466575","0,08530644613","0,3845297718","0,1305841924","0,1464237517","0,4051130777","0,3410507569","0,2502257903","0,3619909502","0,7134703196","0,251173497",,,"3,310972688","0,1087289433","0,08104487609","0,5778175313","0,06414552417","0,08364312268","0,0548712206","0,6706081081",,"0,1279069767","0,412050257",0,"0,4366197183",,"0,2790924616","0,714041514","0,2741020794","0,739439962","0,6108695652","0,6915701159","0,5938466827","0,4969808996","0,4891730254","0,3432907502","0,1991676576","0,3659793814","0,1963944857","0,1155015198",0,,,,,"0,5362731152","0,3039513678","0,4456300813","0,09686346863",,0,"0,470993117","0,470794137","0,1985904858","0,07142857143",0,"0,2677870125","0,07821717282","0,1273374889",,"0,07611500184","0,7141969556","0,4121026427",,"0,1963944857","0,8456669912",,"0,07145334721","0,4507207619","0,2773410564",,"0,5546751189",,"0,5271039604",,"0,2935643564","0,4394516375","0,2012773064","0,3118811881","0,2537947784","0,2926649466","0,005589430894",,"0,2446297343",,
gr_player5,"0,0001018675722","0,5929270128",,"0,2317275748","0,05774278215",,"0,5973337373",,"0,05813953488",,"0,612568306","0,100591716","0,07811279488","0,1680621284","0,09669822656","0,1854684512","0,1161320534",,"0,391597974","0,61352657",,"0,7105855856","0,1959809853","0,5580736544","0,3714285714",,"0,000193236715",,,"0,6356356356",,"0,1947626841","0,09632446134",,"0,5120481928","0,09427374302","0,1032845271","0,0009168081494","0,1275187528","0,1791869919","0,4062111801","0,09696569921","0,3728036669","0,1251908397","0,1332414879","0,4884944116","0,327978581","0,2568426563","0,3842105263","0,7238095238","0,2552245932",,,"2,84714119","0,1359003398","0,1013465627","0,6602941176","0,07835377918","0,07047529852","0,04595185996","0,6744525547",,"0,1061643836","0,4235748792","0,00009090909091","0,441011236",,"0,2722161949","0,6970202622","0,2734400523","0,700143472","0,592476489","0,6993058093","0,5854126679","0,4540534316","0,465768592","0,3611646613","0,1959809853","0,4268292683","0,1823506443","0,0821529745","0,00008898380495",,,,,"0,514619883","0,3456090652","0,4892830746","0,07885085575",,,"0,4109138725","0,4813340913","0,1884271539","0,1724137931",0,"0,2782003396","0,09248554913","0,1599732262",,"0,07535563245","0,692286115","0,4266039637",,"0,1823506443","0,815354441",,"0,07593123209","0,4300317237","0,2943093215",,"0,5872434018",,"0,540113261",,"0,2977819726","0,4265656341","0,2024461013","0,3222222222","0,2676626641","0,2960399846","0,00480413895",,"0,2558823529",,
gr_player6,0,"0,5194779514",,"0,1834441981","0,1078539823",,"0,6218037873",,"0,1180124224",,"0,6485102421","0,0984278879","0,06860448089","0,1997650178","0,09471518256","0,174787573","0,08474411364",,"0,4265375018","0,6417322835",,"0,724120639","0,2216625808","0,6361416361","0,3502415459",,0,,,"0,5470721679",,"0,1397637795","0,1112786916",,"0,559446484","0,09327701514","0,1171752123","0,000719058034","0,1024296336","0,2120048857","0,3226962655","0,08140855736","0,3591899866","0,09318637275","0,1723275128","0,4070403281","0,293702344","0,2564972299","0,3852978454","0,734347478","0,2570323279",,"0,1666666667","3,004784169","0,1522062469","0,1060338744","0,5575757576","0,05882352941","0,1011870014","0,06900389538","0,6114329857",,"0,09238451935","0,400254399",0,"0,4371704745",,"0,2719962498","0,70483546","0,2236036036","0,7442222222","0,6501457726","0,7080991431","0,5624872786","0,5091248869","0,493578788","0,3376266529","0,2216625808","0,2395470383","0,2050754003","0,1057401813","0,0001528864971",,,,,"0,4694716862","0,3459214502","0,4342349783","0,07634543179",,0,"0,494531784","0,400010367","0,2084280789","0,1306122449",0,"0,2693920964","0,07599941426","0,146851172",,"0,05071804059","0,688978749","0,3425362866",,"0,2050754003","0,8608640407",,"0,0952999221","0,4275282724","0,2820532946",,"0,5066715409",,"0,4952796998",,"0,2963527618","0,4568422304","0,2115738815","0,2808798646","0,2662757784","0,27764236","0,009911212059",,"0,256774366",,
gr_player7,"0,00009929993546","0,5405189621",,"0,2184195065","0,08677248677",,"0,5986529925",,"0,1212121212",,"0,6236897275","0,1210992082","0,08007289099","0,1904610896","0,1046405249","0,1908755116","0,08541392904",,"0,4004505196","0,579787234",,"0,7259671747","0,227901383","0,6214788732","0,3115942029",,"0,0001601024656",,,"0,5618477807",,"0,1423804227","0,1144329149",,"0,5622958469","0,1088652482","0,1204584248","0,001365374113","0,1200958371","0,1850280088","0,3663755459","0,09710905235","0,355663922","0,1217391304","0,1506191289","0,427107592","0,307979468","0,2707024403","0,3409090909","0,7318077803","0,2650202023",,0,"2,654006761","0,1205787781","0,1127336449","0,5720064725","0,06071689832","0,1035187619","0,06177042802","0,604379562",,"0,1121076233","0,4237912264",0,"0,4365530303",,"0,2791983864","0,6852497096","0,2600559636","0,7194295067","0,6476608187","0,7068642161","0,558919598","0,473200242","0,4976893711","0,3613249111","0,227901383","0,2675438596","0,2118696568","0,1359703337",0,,,,,"0,4904051173","0,3213844252","0,4882702534","0,06686046512",,,"0,4517931998","0,4130946292","0,2190304048","0,0987654321",0,"0,2879698128","0,07728588273","0,129724685",,"0,07522996058","0,6694163424","0,360986948",,"0,2118696568","0,8356807512",,"0,09373598445","0,4167941792","0,2961913069",,"0,5285660235",,"0,5099317194",,"0,3075108628","0,4558538945","0,2127453559","0,2702702703","0,2766070668","0,308804205","0,0150140757",,"0,2641020251",,
gr_player8,0,"0,5215011728",,"0,1743642968","0,09339774557",,"0,5788730405",,"0,1126760563",,"0,6631427198","0,08753861998","0,08001616488","0,202259887","0,1047434315","0,1599779087","0,06432909994",,"0,3699458484","0,5753424658",,"0,7041644132","0,2352862493","0,6713483146","0,3070175439",,0,,,"0,540621118",,"0,1332082552","0,1263669502",,"0,619379845","0,08131067961","0,1339441536","0,001189741782","0,1080633284","0,2112201104","0,4051246537","0,08806995628","0,3263340849","0,07958921694","0,1720045215","0,4284243048","0,2542635659","0,2802357032","0,3583617747","0,7239010989","0,2680388134",,,"2,573916265","0,1215323646","0,09908998989","0,5538461538","0,0497382199","0,1154058531","0,06942277691","0,5980861244",,"0,08896210873","0,4478285392",0,"0,418079096",,"0,2883071553","0,6046065259","0,2123222749","0,6520217729","0,5604719764","0,6841766033","0,5328271207","0,4412271259","0,4722668093","0,3799944118","0,2352862493","0,2964426877","0,2086055418","0,08516483516","0,0006572152849",,,,,"0,4602960969","0,3351648352","0,4969849246","0,06642066421",,,"0,4840370752","0,3999264841","0,2226823096","0,1008403361",0,"0,2992420904","0,07031723581","0,1263565891",,"0,06945635397","0,558337773","0,3424614416",,"0,2086055418","0,8505473584",,"0,08923688789","0,3881873044","0,2752389682",,"0,503948313",,"0,4865373961",,"0,2967313019","0,439910678","0,224181414","0,3534883721","0,2889828879","0,3220716858","0,0135678392",,"0,2654664089",,
gr_player9,0,"0,6053518982",,"0,2449888641","0,05655004068",,"0,6452377949",,"0,08169440242",,"0,6740062675","0,09734629532","0,08667641301","0,1530367944","0,1048438829","0,1276706855","0,1047131896",,"0,4473246926","0,6221765914",,"0,6962665477","0,2056621699","0,5952121872","0,4117647059",,"0,0002691880615",,,"0,6365768378",,"0,1655755592","0,1083698409",,"0,5226558995","0,09852287394","0,119820693","0,0004978349966","0,1358218105","0,1754509507","0,3915411727","0,1022733124","0,4048475952","0,1313465784","0,13033127","0,4700472937","0,3349035442","0,2568788083","0,4430255403","0,7618931447","0,2390934672",,"0,5","3,159627329","0,1262857143","0,08814964158","0,6375555086","0,0531863339","0,07058823529","0,04432624113","0,740924913",,"0,09430390638","0,413371917","0,0001075417492","0,4232065479",,"0,2417514446","0,7183536299","0,2883197728","0,7329738514","0,619913185","0,6926923309","0,6134582144","0,512669393","0,459988863","0,3506335846","0,2056621699","0,4014752371","0,1884996419","0,1071626874","0,0001509023963",,,,,"0,5620777027","0,3014991671","0,4616771867","0,1131251654",,,"0,4326064109","0,4889624001","0,1951926009","0,1538461538",0,"0,2752853868","0,06598607429","0,1424405563",,"0,07308276386","0,7107830661","0,4344372017",,"0,1884996419","0,8313552918",,"0,06954260191","0,4637239312","0,2447858886",,"0,5997886952",,"0,5540914536",,"0,2900367632","0,433510538","0,1980378736","0,2977777778","0,2636312944","0,3080865604","0,00367126111",,"0,2599475493",,
gr_player10,"0,00006550933508","0,5397196262",,"0,1847826087","0,1067961165",,"0,6005302696",,"0,09574468085",,"0,6526592252","0,08263473054","0,07327586207","0,1902848795","0,102150058","0,1684828164","0,06752278376",,"0,402189997","0,7162162162",,"0,7046979866","0,2206255283","0,6623931624","0,3095238095",,0,,,"0,56400818",,"0,1401869159","0,1263093038",,"0,5","0,09054325956","0,1225761773","0,0009171306911","0,1061749092","0,2225077081","0,3440197287","0,08360940211","0,352950359","0,09745762712","0,1516978737","0,4359281437","0,3542713568","0,2650567979","0,367816092","0,785915493","0,2580986381",,0,"2,694874851","0,1494736842","0,08219178082","0,5672371638","0,05886426593","0,1168185584","0,04591104735","0,6622516556",,"0,08390410959","0,422439439",0,"0,4381625442",,"0,2861589161","0,7023082145","0,2276379218","0,7102681491","0,6541666667","0,6871961102","0,5546424629","0,4755073478","0,4715568862","0,3582611127","0,2206255283","0,3618421053","0,1987466428","0,0796812749",0,,,,,"0,4969325153","0,3625498008","0,4566246057","0,05494505495",,,"0,4814371257","0,4209401709","0,2074516187","0,1632653061",0,"0,2809695382","0,09236453202","0,1457286432",,"0,0962815405","0,6757602862","0,3673415024",,"0,1987466428","0,8325612177",,"0,07471526196","0,4164287688","0,2685796862",,"0,5289532294",,"0,5127838369",,"0,2816020025","0,439681991","0,2078870818","0,2937853107","0,2802151146","0,2782204515","0,01104100946",,"0,2494606786",,
gr_player11,"0,0001177925673","0,5078299776",,"0,1664564943","0,05521472393",,"0,6056622851",,"0,03092783505",,"0,7004608295","0,08173690932","0,07964362851","0,1938408896","0,09360730594","0,1348837209","0,08679386457",,"0,418004187","0,6597938144",,"0,728358209","0,2147688839","0,6041666667","0,3142857143",,"0,0003832886163",,,"0,5533254624",,"0,144200627","0,10208901",,"0,5305623472","0,07831325301","0,1074278699","0,001060133106","0,1011015912","0,2078763709","0,3665659617","0,0871438499","0,3552806992","0,09467455621","0,1558993024","0,4559386973","0,3545232274","0,2481246394","0,4021164021","0,7543859649","0,2432630346",,,"2,625615764","0,09619238477","0,08099438653","0,5513126492","0,06138735421","0,08941264497","0,06030150754","0,6108695652",,"0,06603773585","0,3947872748","0,0001487652484","0,4196185286",,"0,2769354839","0,7064131486","0,2018348624","0,7597617472","0,6312292359","0,7169910573","0,552140884","0,4965185676","0,4845390071","0,3319470699","0,2147688839","0,2919254658","0,1967035936","0,1146245059","0,0004373177843",,,,,"0,4588235294","0,3754940711","0,4674384949","0,07745504841",,,"0,4623243934","0,4082462253","0,2008058018","0,1568627451",0,"0,2659756169","0,07019438445","0,1149144254",,"0,0960467706","0,6913632515","0,3552299141",,"0,1967035936","0,8328496808",,"0,06893755069","0,419391502","0,2451914435",,"0,5005382131",,"0,5123053742",,"0,2859534572","0,4502808061","0,1970123023","0,2067039106","0,2429006085","0,2772828508","0,01230101302",,"0,2509204713",,
gr_player12,"0,00002982314873","0,5486018642",,"0,2315400844","0,1046511628",,"0,6255097736",,"0,09836065574",,"0,6241220635","0,1111111111","0,08523028057","0,1459537572","0,110426995","0,1626908999","0,08158553011",,"0,4092749356","0,6712962963",,"0,7194771242","0,2055409228","0,5986394558","0,4571428571",,0,,,"0,6206581353",,"0,1626666667","0,1212852897",,"0,5269186712","0,1438263229","0,1211356467","0,0003877009335","0,1340401363","0,1724554515","0,4324631101","0,102218478","0,3796261329","0,1647398844","0,1430346051","0,5164609053","0,3178694158","0,2520032706","0,3480392157","0,7411167513","0,2384858637",,,"2,953360264","0,1495983936","0,1010575793","0,5930232558","0,03880126183","0,0992880508","0,05338417541","0,7447744774",,"0,1042780749","0,3784728289","0,0000786410821","0,4333333333",,"0,2227643644","0,6568722211","0,2725861534","0,6445643793","0,6217948718","0,7083062946","0,5976960238","0,4655154369","0,4596626023","0,3294846353","0,2055409228","0,3980582524","0,197730711","0,1339285714","0,0001541901164",,,,,"0,499344692","0,3422619048","0,4103518268","0,05894736842",,,"0,3724279835","0,4749912557","0,202797803","0,1548387097",0,"0,2659628404","0,04804129169","0,1552119129",,"0,06608357629","0,6417331813","0,4163090129",,"0,197730711","0,8594581519",,"0,08628519528","0,4348437331","0,2788433166",,"0,5465191932",,"0,552850806",,"0,2977388294","0,4245429794","0,199207865","0,3626062323","0,2641509434","0,3164885002","0,004397834912",,"0,2613745211",,
gr_player13,"0,00001925298421","0,5985221675",,"0,2384926327","0,04879482657",,"0,5614316638",,"0,03947368421",,"0,6224652924","0,09366269666","0,05059157797","0,1880334148","0,07231190289","0,2168236985","0,1209759607",,"0,3640521769","0,6761363636",,"0,704351447","0,1967198205","0,5377019749","0,4257425743",,0,,,"0,5963075398",,"0,1715830875","0,08182352941",,"0,4646778537","0,1021643711","0,07512108333","0,0005968425106","0,08767167039","0,1750901143","0,3451925904","0,06509929646","0,3494103715","0,1096730245","0,1423987554","0,4589031025","0,3890615289","0,2384470276","0,3560042508","0,7372184483","0,2423158939",,0,"2,504952246","0,1278195489","0,05823885697","0,615720524","0,1120885638","0,07631436964","0,04083665339","0,6314699793",,"0,08159934721","0,3665237046",0,"0,4597839136",,"0,261274025","0,6869553908","0,2801991574","0,7106715112","0,6595744681","0,6948084677","0,5545310389","0,4287465086","0,4733454596","0,3242930768","0,1967198205","0,3558926488","0,1857489633","0,1248025276",0,,,,,"0,5679060665","0,308583465","0,4603492381","0,04756606398",,,"0,4474342009","0,4480912477","0,1910364745","0,1603773585",0,"0,2576530612","0,112590645","0,1462606174",,"0,08286048064","0,6757809395","0,3943217666",,"0,1857489633","0,8234510326",,"0,05074532192","0,4068599991","0,2786571631",,"0,5916436736",,"0,5122211359",,"0,3006843836","0,4438898728","0,1784279693","0,3184796855","0,2455418381","0,2806241656","0,006339673006",,"0,2688619445",,
gr_player14,"0,0001878040077","0,5456066946",,"0,1842197957","0,096069869",,"0,6400329489",,"0,1026315789",,"0,6304880347","0,1087043722","0,08396106644","0,1654901961","0,1187168598","0,1590171535","0,07012361886",,"0,4365734538","0,5513307985",,"0,7311699198","0,2166558614","0,64922049","0,3582887701",,0,,,"0,5795623783",,"0,1639058413","0,1432951002",,"0,5302137067","0,1136141038","0,1407070354","0,0008451180348","0,131509813","0,1938186813","0,3341563786","0,09828646749","0,3697588577","0,09255784866","0,1470740997","0,4332129964","0,3120854827","0,2670702578","0,3553956835","0,7549909256","0,2551400656",,0,"2,868976162","0,1531589024","0,1002500568","0,5977881257","0,04707735387","0,1255880101","0,0650994575","0,61829653",,"0,09535759097","0,4311694568",0,"0,4650951949",,"0,2660058663","0,7151043066","0,2207993245","0,7294466748","0,5834279228","0,7185217645","0,5801629964","0,5057580613","0,4976770723","0,3603457162","0,2166558614","0,2886956522","0,2046634484","0,1323692992","0,00008612893502",,,,,"0,4849074976","0,3370411568","0,4471492633","0,05245153934",,,"0,4580826314","0,4254835997","0,207460963","0,1535433071","0,000481753583","0,2829079573","0,07592044012","0,1577008106",,"0,06707187033","0,702044212","0,3722864081",,"0,2046634484","0,8320135747",,"0,08880915003","0,4293009649","0,2720423305",,"0,5363202545",,"0,5288800368",,"0,3118328992","0,4652416533","0,2111737333","0,3107344633","0,2790716679","0,2843889955","0,009609224856",,"0,276908354",,
gr_player15,"0,00001246618547","0,6038669065",,"0,2481857765","0,07129337539",,"0,6127566782",,"0,06666666667",,"0,6144385027","0,1227336123","0,07429140253","0,1848396722","0,08742812743","0,2024947429","0,08964451314",,"0,40888835","0,6285097192",,"0,7167537875","0,1856088418","0,5944584383","0,4514285714",,"0,00007672241829",,,"0,6054979503",,"0,2338044759","0,09196200219",,"0,5233409034","0,1299378384","0,102068456","0,0005111136043","0,1011278914","0,1769790239","0,3579038295","0,08407247161","0,3791050969","0,09379374708","0,1515864437","0,4163179916","0,2838758516","0,2369267243","0,3879194631","0,7101998622","0,235027168",,"0,3333333333","3,110776483","0,1620309051","0,08161526666","0,6634527089","0,06119182467","0,0706557739","0,0492653414","0,6420072426",,"0,1164644714","0,3858370416","0,00107077129","0,3996696945",,"0,2398730693","0,7132496918","0,292776886","0,728480647","0,6415204678","0,7001727489","0,5887586429","0,4801196027","0,4775705348","0,3236123213","0,1856088418","0,4157303371","0,179682373","0,13549753","0,002142370241",,,,,"0,5398773006","0,3048694425","0,4156529386","0,07348438457",,,"0,4609483961","0,4629709299","0,1830541805","0,1964285714","0,00007672241829","0,2521286012","0,07654424477","0,192783245",,"0,06948199021","0,7140626435","0,4038059501",,"0,179682373","0,8349774823",,"0,06973044631","0,4423281014","0,2816739232",,"0,5980964742",,"0,5231943629",,"0,2969392249","0,4426699427","0,1821532126","0,3031784841","0,2485259588","0,2836998612","0,004690019053",,"0,2617222177",,
gr_player16,"0,00001644331168","0,572793563",,"0,2065052184","0,1037489102",,"0,6395113132",,"0,1063829787",,"0,6578462569","0,130794702","0,08118219229","0,1675877252","0,1089454384","0,1446764092","0,05747126437",,"0,4373220441","0,66",,"0,7106246663","0,2212903552","0,621242485","0,3450292398",,"0,0001023331969",,,"0,5887868169",,"0,1802631579","0,1266718306",,"0,555585757","0,1205802357","0,1299613628","0,0007235057141","0,120598469","0,1928127985","0,3558263043","0,09552425177","0,3797473179","0,09409190372","0,1439590596","0,4031456954","0,2767056265","0,277052624","0,3893442623","0,7585513078","0,2580263071",,"0,25","2,910046729","0,1588698472","0,101096805","0,6148818502","0,04829645241","0,1151515152","0,06282306163","0,6378189095",,"0,1365059487","0,446991404",0,"0,4509371555",,"0,2663998921","0,6986322661","0,2469105888","0,7179528317","0,6046025105","0,701758858","0,5850507897","0,508361641","0,4721867461","0,3736510638","0,2212903552","0,3333333333","0,2128045619","0,1196581197","0,00003716643128",,,,,"0,5159796202","0,2759462759","0,4773348964","0,07108299218",,,"0,4660596026","0,4448658318","0,2169769699","0,1696428571",0,"0,293907753","0,06644219978","0,1677086165",,"0,06833184657","0,6805583654","0,3906132194",,"0,2128045619","0,8402160102",,"0,08982550995","0,4409727601","0,2590652495",,"0,5634040501",,"0,5333892766",,"0,2939227983","0,4452171101","0,2185988337","0,2689243028","0,2875388333","0,314897413","0,008401719422",,"0,2648643448",,
gr_player17,"0,00006399590426","0,494106981",,"0,173442623","0,09631728045",,"0,6236391913",,"0,09090909091",,"0,6648044693","0,0988700565","0,07147519582","0,1870198675","0,09718814871","0,1440750213","0,06942003515",,"0,4336072664","0,6615384615",,"0,7674772036","0,2173503952","0,581920904","0,2987012987",,0,,,"0,5127873098",,"0,1594594595","0,1131789656",,"0,5042105263","0,0845410628","0,1096919609","0,001279918085","0,1102585962","0,1888720666","0,3538633819","0,08482516313","0,3536444496","0,08194444444","0,1539942252","0,4435028249","0,3115789474","0,265916556","0,3633952255","0,7070938215","0,2699146306",,0,"2,620025674","0,2","0,105221519","0,5360169492","0,06010518407","0,1023725835","0,05235602094","0,5923344948",,"0,08816120907","0,4419983065",0,"0,4563492063",,"0,3153252481","0,712117562","0,207369659","0,7572769953","0,6380952381","0,7460691824","0,5560802834","0,511740684","0,5483170467","0,3568178685","0,2173503952","0,2172284644","0,2104215068","0,1125401929",0,,,,,"0,4449152542","0,3697749196","0,4570994685","0,08038585209",,0,"0,4576271186","0,3619744059","0,2078651685","0,1967213115",0,"0,2820299501","0,06429503916","0,1842105263",,"0,0832387975","0,7144366197","0,3157894737",,"0,2104215068","0,8669201521",,"0,08706265256","0,414753099","0,2777777778",,"0,4813559322",,"0,5152176705",,"0,3242583794","0,5030479724","0,2220194289","0,2195121951","0,2635702294","0,2956608054","0,01518602885",,"0,276354106",,
